NAxe	NTrace	Xsque	Ysque	U	V	Distance	date1	date2	marqueur	incert	prj_tdc	leve	product	NomTDC[itdc]	Nbcoup
1	70	827121.537	6255968.705	-0.337	0.941	333.441	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	70	827121.537	6255968.705	-0.337	0.941	395.484	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	71	827029.521	6255929.677	-0.43	0.903	-349.747	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	71	827029.521	6255929.677	-0.43	0.903	318.115	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	71	827029.521	6255929.677	-0.43	0.903	460.902	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	72	826939.859	6255885.555	-0.539	0.842	-364.086	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	72	826939.859	6255885.555	-0.539	0.842	370.499	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	72	826939.859	6255885.555	-0.539	0.842	472.156	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	73	826859.131	6255826.6	-0.62	0.785	-375.3	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	73	826859.131	6255826.6	-0.62	0.785	404.961	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	73	826859.131	6255826.6	-0.62	0.785	481.624	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	74	826781.902	6255763.076	-0.636	0.771	-384.38	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	74	826781.902	6255763.076	-0.636	0.771	440.98	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	74	826781.902	6255763.076	-0.636	0.771	475.961	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	75	826704.764	6255699.438	-0.636	0.771	-404.377	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	75	826704.764	6255699.438	-0.636	0.771	433.281	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	75	826704.764	6255699.438	-0.636	0.771	454.191	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	76	826627.922	6255635.473	-0.708	0.706	-423.268	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	76	826627.922	6255635.473	-0.708	0.706	499.965	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	76	826627.922	6255635.473	-0.708	0.706	434.547	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	77	826557.387	6255564.587	-0.709	0.706	-447.888	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	77	826557.387	6255564.587	-0.709	0.706	478.107	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	77	826557.387	6255564.587	-0.709	0.706	423.575	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	78	826486.853	6255493.701	-0.709	0.705	-481.975	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	78	826486.853	6255493.701	-0.709	0.705	463.682	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	78	826486.853	6255493.701	-0.709	0.705	433.207	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	79	826418.731	6255420.541	-0.764	0.645	-494.864	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	79	826418.731	6255420.541	-0.764	0.645	437.944	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	79	826418.731	6255420.541	-0.764	0.645	449.508	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	80	826358.104	6255341.063	-0.817	0.576	-496.488	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	80	826358.104	6255341.063	-0.817	0.576	460.602	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	80	826358.104	6255341.063	-0.817	0.576	476.293	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	81	826319.235	6255250.796	-0.977	0.212	-514.584	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	81	826319.235	6255250.796	-0.977	0.212	483.43	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	81	826319.235	6255250.796	-0.977	0.212	505.367	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	82	826300.048	6255152.742	-0.995	0.099	-501.117	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	82	826300.048	6255152.742	-0.995	0.099	468.567	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	82	826300.048	6255152.742	-0.995	0.099	475.245	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	83	826292.84	6255053.045	-1	0.016	-467.22	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	83	826292.84	6255053.045	-1	0.016	440.05	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	83	826292.84	6255053.045	-1	0.016	451.809	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	84	826294.054	6254953.091	-0.998	-0.056	-441.616	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	84	826294.054	6254953.091	-0.998	-0.056	404.958	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	84	826294.054	6254953.091	-0.998	-0.056	417.561	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	85	826303.042	6254853.505	-0.995	-0.095	-394.238	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	85	826303.042	6254853.505	-0.995	-0.095	366.813	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	85	826303.042	6254853.505	-0.995	-0.095	394.903	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	86	826314.382	6254754.157	-0.993	-0.122	-339.792	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	86	826314.382	6254754.157	-0.993	-0.122	335.961	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	86	826314.382	6254754.157	-0.993	-0.122	360.313	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	87	826326.943	6254654.953	-0.989	-0.149	-302.41	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	87	826326.943	6254654.953	-0.989	-0.149	301.099	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	87	826326.943	6254654.953	-0.989	-0.149	316.23	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	88	826349.935	6254557.753	-0.95	-0.313	-287.119	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	88	826349.935	6254557.753	-0.95	-0.313	250.778	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	88	826349.935	6254557.753	-0.95	-0.313	268.529	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	89	826390.411	6254466.453	-0.896	-0.443	-251.715	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	89	826390.411	6254466.453	-0.896	-0.443	234.738	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	89	826390.411	6254466.453	-0.896	-0.443	249.154	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	90	826435.583	6254377.252	-0.879	-0.477	-170.978	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	90	826435.583	6254377.252	-0.879	-0.477	217.268	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	90	826435.583	6254377.252	-0.879	-0.477	228.053	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	91	826483.377	6254289.413	-0.877	-0.48	-121.941	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	91	826483.377	6254289.413	-0.877	-0.48	201.332	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	91	826483.377	6254289.413	-0.877	-0.48	211.957	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	92	826531.378	6254201.687	-0.877	-0.48	-93.274	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	92	826531.378	6254201.687	-0.877	-0.48	186.961	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	92	826531.378	6254201.687	-0.877	-0.48	192.278	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	93	826579.38	6254113.961	-0.877	-0.48	-78.415	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	93	826579.38	6254113.961	-0.877	-0.48	167.75	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	93	826579.38	6254113.961	-0.877	-0.48	168.82	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	94	826628.324	6254026.764	-0.854	-0.521	-57.713	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	94	826628.324	6254026.764	-0.854	-0.521	148.184	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	94	826628.324	6254026.764	-0.854	-0.521	142.929	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	95	826680.437	6253941.416	-0.853	-0.521	-47.508	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	95	826680.437	6253941.416	-0.853	-0.521	123.101	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	95	826680.437	6253941.416	-0.853	-0.521	111.789	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	96	826734.133	6253857.058	-0.847	-0.532	-40.239	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	96	826734.133	6253857.058	-0.847	-0.532	95.27	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	96	826734.133	6253857.058	-0.847	-0.532	83.968	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	97	826787.168	6253772.282	-0.85	-0.527	-44.787	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	97	826787.168	6253772.282	-0.85	-0.527	64.953	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	97	826787.168	6253772.282	-0.85	-0.527	45.347	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	98	826848.727	6253694.229	-0.698	-0.717	-39.04	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	98	826848.727	6253694.229	-0.698	-0.717	37.266	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	98	826848.727	6253694.229	-0.698	-0.717	9.488	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	99	826920.38	6253624.474	-0.697	-0.717	-10.819	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	99	826920.38	6253624.474	-0.697	-0.717	29.677	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	99	826920.38	6253624.474	-0.697	-0.717	-12.96	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	100	826992.033	6253554.718	-0.698	-0.717	-8.233	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	100	826992.033	6253554.718	-0.698	-0.717	18.39	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	100	826992.033	6253554.718	-0.698	-0.717	-32.885	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	101	827066.171	6253487.81	-0.611	-0.791	8.233	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	101	827066.171	6253487.81	-0.611	-0.791	-1.86	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	101	827066.171	6253487.81	-0.611	-0.791	-37.409	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	102	827145.276	6253426.635	-0.612	-0.791	39.523	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	102	827145.276	6253426.635	-0.612	-0.791	-5.587	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	102	827145.276	6253426.635	-0.612	-0.791	-38.694	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	103	827224.381	6253365.46	-0.612	-0.791	45.813	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	103	827224.381	6253365.46	-0.612	-0.791	-13.443	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	103	827224.381	6253365.46	-0.612	-0.791	-57.357	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	104	827304.717	6253305.967	-0.643	-0.766	61.06	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	104	827304.717	6253305.967	-0.643	-0.766	-19.432	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	104	827304.717	6253305.967	-0.643	-0.766	-69.668	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	105	827382.533	6253243.165	-0.616	-0.788	71.635	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	105	827382.533	6253243.165	-0.616	-0.788	-33.785	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	105	827382.533	6253243.165	-0.616	-0.788	-75.902	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	106	827462.694	6253183.404	-0.583	-0.812	83.692	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	106	827462.694	6253183.404	-0.583	-0.812	-50.749	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	106	827462.694	6253183.404	-0.583	-0.812	-80.916	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	107	827544.199	6253125.47	-0.571	-0.821	95.416	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	107	827544.199	6253125.47	-0.571	-0.821	-62.32	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	107	827544.199	6253125.47	-0.571	-0.821	-92.516	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	108	827626.858	6253069.195	-0.557	-0.83	103.5	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	108	827626.858	6253069.195	-0.557	-0.83	-68.299	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	108	827626.858	6253069.195	-0.557	-0.83	-99.7	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	109	827709.879	6253013.45	-0.557	-0.83	115.249	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	109	827709.879	6253013.45	-0.557	-0.83	-77.405	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	109	827709.879	6253013.45	-0.557	-0.83	-108.774	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	110	827793.108	6252958.018	-0.553	-0.833	125.085	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	110	827793.108	6252958.018	-0.553	-0.833	-92.832	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	110	827793.108	6252958.018	-0.553	-0.833	-124.411	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	111	827876.301	6252902.535	-0.561	-0.828	127.063	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	111	827876.301	6252902.535	-0.561	-0.828	-101.649	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	111	827876.301	6252902.535	-0.561	-0.828	-131.436	2013	0	3	10	L93	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	112	827956.882	6252843.399	-0.632	-0.775	124.173	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	112	827956.882	6252843.399	-0.632	-0.775	-107.525	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	113	828033.871	6252779.613	-0.672	-0.741	129.647	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	113	828033.871	6252779.613	-0.672	-0.741	-130.747	201109	201110	3	10	L93	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	114	828108.139	6252712.652	-0.659	-0.752	117.661	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	115	828183.318	6252646.711	-0.659	-0.752	94.664	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	116	828258.495	6252580.77	-0.659	-0.752	78.92	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	117	828333.674	6252514.829	-0.659	-0.752	71.738	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	118	828408.852	6252448.888	-0.662	-0.75	61.973	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	119	828484.087	6252383.012	-0.658	-0.753	47.446	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	120	828560.233	6252318.195	-0.645	-0.764	28.719	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	121	828636.782	6252253.852	-0.634	-0.773	16.107	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	122	828715.894	6252193.05	-0.493	-0.87	-0.668	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	123	828803.52	6252144.877	-0.473	-0.881	1.103	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	124	828892.148	6252098.578	-0.454	-0.891	-0.338	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	125	828981.297	6252053.319	-0.464	-0.886	-0.646	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	126	829069.837	6252008.082	-0.446	-0.895	0.455	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	127	829159.746	6251964.319	-0.432	-0.902	-0.651	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	128	829250.017	6251921.294	-0.429	-0.903	0.981	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	129	829340.97	6251879.785	-0.39	-0.921	0.368	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	130	829433.072	6251840.834	-0.39	-0.921	7.186	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	131	829526.992	6251806.632	-0.368	-0.93	-2.413	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	132	829621.681	6251774.639	-0.297	-0.955	-7.005	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	133	829717.092	6251744.702	-0.331	-0.944	-9.068	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	134	829811.704	6251712.321	-0.322	-0.947	10.336	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	135	829906.494	6251680.468	-0.312	-0.95	-4.248	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	136	830001.549	6251649.444	-0.298	-0.954	-6.571	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	137	830096.997	6251619.614	-0.298	-0.954	5.419	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	138	830192.902	6251591.343	-0.265	-0.964	11.033	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	139	830289.382	6251565.046	-0.262	-0.965	-4.302	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	140	830385.972	6251539.157	-0.256	-0.967	-2.63	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	141	830482.744	6251513.99	-0.22	-0.975	-3.707	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	142	830580.333	6251492.167	-0.219	-0.976	6.547	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	143	830678.23	6251471.789	-0.143	-0.99	7.334	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	144	830777.337	6251458.469	-0.128	-0.992	-0.104	1942	0	3	50	L93	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
