NAxe	NTrace	Xsque	Ysque	U	V	Angle	NDate	Duree	Amplitude	DateTDCvieux	DateTDCrecent	Marqueur	EPR	AOR	OLS	WLS	RLS	RWLS	JK	K	MDL	DateK	Product	DateProd
1	98	826848.727	6253694.229	-0.698	-0.717	1.021	2	1.752	27.778	2011-09-30	2013-07-01	3	-15.85	-15.85	-15.85	-15.85	-15.85	-15.85	NA	2	-15.85	NA	Cerema	2020-06-23
1	99	826920.38	6253624.474	-0.697	-0.717	1.022	2	1.752	42.637	2011-09-30	2013-07-01	3	-24.33	-24.33	-24.33	-24.33	-24.33	-24.33	NA	2	-24.33	NA	Cerema	2020-06-23
1	100	826992.033	6253554.718	-0.698	-0.717	1.021	2	1.752	51.275	2011-09-30	2013-07-01	3	-29.26	-29.26	-29.26	-29.26	-29.26	-29.26	NA	2	-29.26	NA	Cerema	2020-06-23
1	101	827066.171	6253487.81	-0.611	-0.791	1.22	2	1.752	35.549	2011-09-30	2013-07-01	3	-20.29	-20.29	-20.29	-20.29	-20.29	-20.29	NA	2	-20.29	NA	Cerema	2020-06-23
1	102	827145.276	6253426.635	-0.612	-0.791	1.219	2	1.752	33.107	2011-09-30	2013-07-01	3	-18.89	-18.89	-18.89	-18.89	-18.89	-18.89	NA	2	-18.89	NA	Cerema	2020-06-23
1	103	827224.381	6253365.46	-0.612	-0.791	1.219	2	1.752	43.914	2011-09-30	2013-07-01	3	-25.06	-25.06	-25.06	-25.06	-25.06	-25.06	NA	2	-25.06	NA	Cerema	2020-06-23
1	104	827304.717	6253305.967	-0.643	-0.766	1.144	2	1.752	50.236	2011-09-30	2013-07-01	3	-28.67	-28.67	-28.67	-28.67	-28.67	-28.67	NA	2	-28.67	NA	Cerema	2020-06-23
1	105	827382.533	6253243.165	-0.616	-0.788	1.209	2	1.752	42.117	2011-09-30	2013-07-01	3	-24.04	-24.04	-24.04	-24.04	-24.04	-24.04	NA	2	-24.04	NA	Cerema	2020-06-23
1	106	827462.694	6253183.404	-0.583	-0.812	1.292	2	1.752	30.167	2011-09-30	2013-07-01	3	-17.22	-17.22	-17.22	-17.22	-17.22	-17.22	NA	2	-17.22	NA	Cerema	2020-06-23
1	107	827544.199	6253125.47	-0.571	-0.821	1.325	2	1.752	30.196	2011-09-30	2013-07-01	3	-17.23	-17.23	-17.23	-17.23	-17.23	-17.23	NA	2	-17.23	NA	Cerema	2020-06-23
1	108	827626.858	6253069.195	-0.557	-0.83	1.363	2	1.752	31.401	2011-09-30	2013-07-01	3	-17.92	-17.92	-17.92	-17.92	-17.92	-17.92	NA	2	-17.92	NA	Cerema	2020-06-23
1	109	827709.879	6253013.45	-0.557	-0.83	1.363	2	1.752	31.369	2011-09-30	2013-07-01	3	-17.9	-17.9	-17.9	-17.9	-17.9	-17.9	NA	2	-17.9	NA	Cerema	2020-06-23
1	110	827793.108	6252958.018	-0.553	-0.833	1.375	2	1.752	31.579	2011-09-30	2013-07-01	3	-18.02	-18.02	-18.02	-18.02	-18.02	-18.02	NA	2	-18.02	NA	Cerema	2020-06-23
1	111	827876.301	6252902.535	-0.561	-0.828	1.353	2	1.752	29.787	2011-09-30	2013-07-01	3	-17	-17	-17	-17	-17	-17	NA	2	-17	NA	Cerema	2020-06-23
1	112	827956.882	6252843.399	-0.632	-0.775	1.17	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	113	828033.871	6252779.613	-0.672	-0.741	1.078	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
