NAxe	NTrace	Xsque	Ysque	U	V	Angle	NDate	Duree	Amplitude	DateTDCvieux	DateTDCrecent	Marqueur	EPR	AOR	OLS	WLS	RLS	RWLS	JK	K	MDL	DateK	Product	DateProd
1	132	829621.681	6251774.639	-0.297	-0.955	2.641	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	133	829717.092	6251744.702	-0.331	-0.944	2.367	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	134	829811.704	6251712.321	-0.322	-0.947	2.434	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	135	829906.494	6251680.468	-0.312	-0.95	2.512	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	136	830001.549	6251649.444	-0.298	-0.954	2.631	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	137	830096.997	6251619.614	-0.298	-0.954	2.631	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	138	830192.902	6251591.343	-0.265	-0.964	2.961	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	139	830289.382	6251565.046	-0.262	-0.965	2.996	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	140	830385.972	6251539.157	-0.256	-0.967	3.067	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	141	830482.744	6251513.99	-0.22	-0.975	3.568	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	142	830580.333	6251492.167	-0.219	-0.976	3.587	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	143	830678.23	6251471.789	-0.143	-0.99	5.494	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
1	144	830777.337	6251458.469	-0.128	-0.992	6.138	1	0	0	1942-07-01	1942-07-01	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-06-23
