NAxe	NTrace	Loc	Xsque	Ysque	U	V	Distance	date1	date2	marqueur	incert	leve	product	NomTDC[itdc]	Nbcoup
1	74	Tuto	826781.559	6255762.793	-0.633	0.774	476.097	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	75	Tuto	826704.421	6255699.155	-0.651	0.759	-402.503	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	75	Tuto	826704.421	6255699.155	-0.651	0.759	441.069	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	75	Tuto	826704.421	6255699.155	-0.651	0.759	452.466	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	76	Tuto	826627.609	6255635.158	-0.695	0.719	-425.138	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	76	Tuto	826627.609	6255635.158	-0.695	0.719	501.554	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	76	Tuto	826627.609	6255635.158	-0.695	0.719	435.718	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	77	Tuto	826557.074	6255564.272	-0.709	0.705	-447.917	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	77	Tuto	826557.074	6255564.272	-0.709	0.705	477.983	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	77	Tuto	826557.074	6255564.272	-0.709	0.705	423.603	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	78	Tuto	826486.539	6255493.386	-0.721	0.693	-479.728	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	78	Tuto	826486.539	6255493.386	-0.721	0.693	462.746	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	78	Tuto	826486.539	6255493.386	-0.721	0.693	434.599	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	79	Tuto	826418.444	6255420.202	-0.765	0.644	-495.107	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	79	Tuto	826418.444	6255420.202	-0.765	0.644	437.644	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	79	Tuto	826418.444	6255420.202	-0.765	0.644	449.577	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	80	Tuto	826357.847	6255340.7	-0.851	0.525	-490.964	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	80	Tuto	826357.847	6255340.7	-0.851	0.525	455.431	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	80	Tuto	826357.847	6255340.7	-0.851	0.525	503.936	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	81	Tuto	826319.141	6255250.361	-0.964	0.267	-506.626	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	81	Tuto	826319.141	6255250.361	-0.964	0.267	475.68	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	81	Tuto	826319.141	6255250.361	-0.964	0.267	509.173	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	82	Tuto	826300.004	6255152.299	-0.994	0.105	-496.861	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	82	Tuto	826300.004	6255152.299	-0.994	0.105	469.967	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	82	Tuto	826300.004	6255152.299	-0.994	0.105	475.842	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	83	Tuto	826292.833	6255052.6	-1	0.018	-466.821	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	83	Tuto	826292.833	6255052.6	-1	0.018	440.173	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	83	Tuto	826292.833	6255052.6	-1	0.018	451.879	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	84	Tuto	826294.079	6254952.647	-0.999	-0.05	-440.104	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	84	Tuto	826294.079	6254952.647	-0.999	-0.05	405.611	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	84	Tuto	826294.079	6254952.647	-0.999	-0.05	418.085	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	85	Tuto	826303.084	6254853.062	-0.996	-0.093	-393.323	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	85	Tuto	826303.084	6254853.062	-0.996	-0.093	366.898	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	85	Tuto	826303.084	6254853.062	-0.996	-0.093	395.048	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	86	Tuto	826314.436	6254753.715	-0.992	-0.122	-339.737	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	86	Tuto	826314.436	6254753.715	-0.992	-0.122	335.813	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	86	Tuto	826314.436	6254753.715	-0.992	-0.122	360.176	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	87	Tuto	826327.01	6254654.512	-0.984	-0.178	-305.56	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	87	Tuto	826327.01	6254654.512	-0.984	-0.178	297.454	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	87	Tuto	826327.01	6254654.512	-0.984	-0.178	311.215	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	88	Tuto	826350.075	6254557.33	-0.951	-0.309	-286.416	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	88	Tuto	826350.075	6254557.33	-0.951	-0.309	250.89	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	88	Tuto	826350.075	6254557.33	-0.951	-0.309	268.647	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	89	Tuto	826390.608	6254466.054	-0.905	-0.425	-247.779	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	89	Tuto	826390.608	6254466.054	-0.905	-0.425	235.286	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	89	Tuto	826390.608	6254466.054	-0.905	-0.425	250.418	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	90	Tuto	826435.796	6254376.861	-0.882	-0.471	-170.097	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	90	Tuto	826435.796	6254376.861	-0.882	-0.471	217.423	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	90	Tuto	826435.796	6254376.861	-0.882	-0.471	227.837	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	91	Tuto	826483.591	6254289.022	-0.878	-0.479	-121.711	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	91	Tuto	826483.591	6254289.022	-0.878	-0.479	201.29	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	91	Tuto	826483.591	6254289.022	-0.878	-0.479	211.946	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	92	Tuto	826531.592	6254201.296	-0.877	-0.48	-93.151	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	92	Tuto	826531.592	6254201.296	-0.877	-0.48	186.892	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	92	Tuto	826531.592	6254201.296	-0.877	-0.48	192.172	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	93	Tuto	826579.594	6254113.57	-0.873	-0.488	-78.529	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	93	Tuto	826579.594	6254113.57	-0.873	-0.488	167.15	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	93	Tuto	826579.594	6254113.57	-0.873	-0.488	168.466	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	94	Tuto	826628.556	6254026.383	-0.858	-0.513	-57.526	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	94	Tuto	826628.556	6254026.383	-0.858	-0.513	148.367	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	94	Tuto	826628.556	6254026.383	-0.858	-0.513	143.214	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	95	Tuto	826680.669	6253941.036	-0.853	-0.523	-47.471	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	95	Tuto	826680.669	6253941.036	-0.853	-0.523	122.933	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	95	Tuto	826680.669	6253941.036	-0.853	-0.523	111.644	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	96	Tuto	826734.369	6253856.681	-0.85	-0.527	-40.289	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	96	Tuto	826734.369	6253856.681	-0.85	-0.527	95.297	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	96	Tuto	826734.369	6253856.681	-0.85	-0.527	83.978	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	97	Tuto	826787.403	6253771.903	-0.821	-0.571	-44.629	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	97	Tuto	826787.403	6253771.903	-0.821	-0.571	63.864	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	97	Tuto	826787.403	6253771.903	-0.821	-0.571	44.19	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	98	Tuto	826849.046	6253693.919	-0.73	-0.684	-38.325	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	98	Tuto	826849.046	6253693.919	-0.73	-0.684	37.509	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	98	Tuto	826849.046	6253693.919	-0.73	-0.684	9.497	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	99	Tuto	826920.699	6253624.163	-0.697	-0.718	-10.784	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	99	Tuto	826920.699	6253624.163	-0.697	-0.718	29.661	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	99	Tuto	826920.699	6253624.163	-0.697	-0.718	-13.05	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	100	Tuto	826992.352	6253554.407	-0.681	-0.732	-8.192	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	100	Tuto	826992.352	6253554.407	-0.681	-0.732	18.239	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	100	Tuto	826992.352	6253554.407	-0.681	-0.732	-32.823	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	101	Tuto	827066.524	6253487.537	-0.63	-0.777	8.274	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	101	Tuto	827066.524	6253487.537	-0.63	-0.777	-1.936	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	101	Tuto	827066.524	6253487.537	-0.63	-0.777	-37.415	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	102	Tuto	827145.629	6253426.362	-0.612	-0.791	39.671	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	102	Tuto	827145.629	6253426.362	-0.612	-0.791	-5.599	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	102	Tuto	827145.629	6253426.362	-0.612	-0.791	-38.782	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	103	Tuto	827224.734	6253365.187	-0.618	-0.786	45.802	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	103	Tuto	827224.734	6253365.187	-0.618	-0.786	-13.494	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	103	Tuto	827224.734	6253365.187	-0.618	-0.786	-57.524	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	104	Tuto	827305.061	6253305.681	-0.629	-0.778	61.21	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	104	Tuto	827305.061	6253305.681	-0.629	-0.778	-19.439	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	104	Tuto	827305.061	6253305.681	-0.629	-0.778	-69.637	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	105	Tuto	827382.885	6253242.889	-0.615	-0.789	71.738	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	105	Tuto	827382.885	6253242.889	-0.615	-0.789	-33.873	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	105	Tuto	827382.885	6253242.889	-0.615	-0.789	-75.924	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	106	Tuto	827463.057	6253183.144	-0.588	-0.809	83.689	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	106	Tuto	827463.057	6253183.144	-0.588	-0.809	-50.836	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	106	Tuto	827463.057	6253183.144	-0.588	-0.809	-80.985	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	107	Tuto	827544.566	6253125.215	-0.571	-0.821	95.451	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	107	Tuto	827544.566	6253125.215	-0.571	-0.821	-62.363	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	107	Tuto	827544.566	6253125.215	-0.571	-0.821	-92.612	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	108	Tuto	827627.229	6253068.945	-0.56	-0.828	103.506	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	108	Tuto	827627.229	6253068.945	-0.56	-0.828	-68.296	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	108	Tuto	827627.229	6253068.945	-0.56	-0.828	-99.745	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	109	Tuto	827710.25	6253013.2	-0.556	-0.831	115.346	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	109	Tuto	827710.25	6253013.2	-0.556	-0.831	-77.462	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	109	Tuto	827710.25	6253013.2	-0.556	-0.831	-108.799	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	110	Tuto	827793.48	6252957.772	-0.553	-0.833	125.107	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	110	Tuto	827793.48	6252957.772	-0.553	-0.833	-92.864	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	110	Tuto	827793.48	6252957.772	-0.553	-0.833	-124.43	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	111	Tuto	827876.671	6252902.284	-0.573	-0.819	127.071	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	111	Tuto	827876.671	6252902.284	-0.573	-0.819	-101.794	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	111	Tuto	827876.671	6252902.284	-0.573	-0.819	-131.648	2013	0	3	10	NUM	Cerema	TDC_Pleiades_2013_MobiTC	1
1	112	Tuto	827957.229	6252843.116	-0.626	-0.78	124.257	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	112	Tuto	827957.229	6252843.116	-0.626	-0.78	-107.516	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	113	Tuto	828034.202	6252779.313	-0.661	-0.75	129.701	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	113	Tuto	828034.202	6252779.313	-0.661	-0.75	-131.062	201109	201110	3	10	NUM	Cerema	TDC_2011_INGITC_MobiTC	1
1	114	Tuto	828108.475	6252712.358	-0.662	-0.75	117.642	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	115	Tuto	828183.653	6252646.416	-0.659	-0.752	94.553	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	116	Tuto	828258.831	6252580.475	-0.659	-0.752	78.888	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	117	Tuto	828334.009	6252514.533	-0.66	-0.751	71.712	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	118	Tuto	828409.187	6252448.592	-0.661	-0.751	61.896	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	119	Tuto	828484.424	6252382.718	-0.656	-0.755	47.374	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	120	Tuto	828560.574	6252317.907	-0.645	-0.764	28.597	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	121	Tuto	828637.127	6252253.568	-0.61	-0.793	15.885	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	122	Tuto	828716.279	6252192.831	-0.52	-0.854	-0.622	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	123	Tuto	828803.917	6252144.678	-0.474	-0.88	1.1	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	124	Tuto	828892.544	6252098.376	-0.46	-0.888	-0.337	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	125	Tuto	828981.695	6252053.111	-0.459	-0.888	-0.64	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	126	Tuto	829070.238	6252007.882	-0.447	-0.895	0.456	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	127	Tuto	829160.151	6251964.126	-0.434	-0.901	-0.656	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	128	Tuto	829250.422	6251921.103	-0.421	-0.907	0.967	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	129	Tuto	829341.375	6251879.614	-0.397	-0.918	0.387	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	130	Tuto	829433.478	6251840.666	-0.372	-0.928	7.22	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	131	Tuto	829527.406	6251806.482	-0.316	-0.949	-2.46	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	132	Tuto	829622.102	6251774.507	-0.302	-0.953	-7.01	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	133	Tuto	829717.509	6251744.56	-0.318	-0.948	-9.005	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	134	Tuto	829812.121	6251712.177	-0.322	-0.947	10.36	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	135	Tuto	829906.912	6251680.331	-0.313	-0.95	-4.433	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	136	Tuto	830001.969	6251649.311	-0.301	-0.954	-6.522	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	137	Tuto	830097.417	6251619.484	-0.292	-0.957	5.497	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	138	Tuto	830193.326	6251591.227	-0.271	-0.962	11.042	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	139	Tuto	830289.806	6251564.928	-0.262	-0.965	-4.334	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	140	Tuto	830386.397	6251539.041	-0.25	-0.968	-2.586	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	141	Tuto	830483.176	6251513.902	-0.226	-0.974	-3.662	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	142	Tuto	830580.764	6251492.073	-0.203	-0.979	6.571	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	143	Tuto	830678.667	6251471.726	-0.155	-0.988	7.314	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
1	144	Tuto	830777.774	6251458.415	-0.132	-0.991	-0.095	1942	0	3	50	NUM	Cerema	TDC_1942_INGITC_MobiTC	1
